Disease,Drug,Symptoms,Review,Sentiment,Rating,UsefulCount
urinary tract infection,Ciprofloxacin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""On holiday in Thailand when I came down with a severe UTI I have regular UTI at home and my doctor usually prescribed Macrobid which works fine for me after we went into 3 pharmacies we quickly realised they don&rsquo;t seem to stock macrobid only cirpofloxacin so after googling and looking into I decided to buy. This was evening.

The first tablet worked fast and the burning sensation was gone overnight I didn&rsquo;t experience any symptoms so in morning I took the second tablet however I was quickly struck with nausea and slight shaking so I have decided that although the antibiotic seems to work for the infection I do not want to risk any severe side effects so will continue drinking lots of water and if it has not gone will see doctor at home instead""",Negative,5,0
urinary tract infection,Macrobid,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""3 months ago I was on Macrobid for a UTI.  On the 5th day of taking it (last day), I had a hard time breathing during the night and I thought that I was catching a cold or something.  It went away fairly quickly so I didn&#039;t associate it with this antibiotic until yesterday.  I have another UTI and was prescribed Macrobid again.  It worked great in taking away my UTI the first time, so I didn&#039;t think anything of it.  Took the first dose yesterday morning with food and was fine.  Took the 2nd dose before bed with food and that&#039;s when I realized I made a mistake.  I was up ALL night because I was having a HARD time breathing.  I felt like I couldn&#039;t catch my breath.  When I got up this morning and saw the side effects.  How scary!""",Positive,4,14
urinary tract infection,Nitrofurantoin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""So far so good. Im on my 2nd day. NO side effects..that I am aware of. I did sleep a little harder last night..lol. I just found this and read some of the other reviews, but I honestly haven&#039;t noticed anything real abnormal. This is my 1st time taking it. I am usually given bactrim for uti&#039;s because I am highly allergic to penicillin. I usually dont have fever or severe pain with a uti, but I think I have had one for a while now due to other uti symptoms. So i dont think bactrim has been working. I do not have a regular doctor (cant afford it), and I feel awful having to constantly go to the ER...only to end up STILL having a UTI. I just hope this finally gets rid of it. Im tired of spending $$ on antibiotics only for it to not work.""",Negative,6,7
urinary tract infection,Ciprofloxacin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""Cipro has cleared up my infection quick, but it gave me a yeast infection and a very itchy rectum.""",Negative,4,42
urinary tract infection,Macrobid,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I&#039;m on my 4th pill of Macrobid...ok the reviews here will scare the crap out of you but let me give you a few tips. I made sure my dr prescribed me Zofran so when I took the first pill ( be sure to take it with FOOD) I took a Zofran . I did feel nauseous for about 30 mins and felt a little woozy but it didn&#039;t last long ...took the 2nd pill with FOOD and got a headache but nothing horrible and had no other side effects ...
By the time I took the third pill I had no side effects but I still took pill with food and zofran . 

Don&#039;t let the reviews scare you . I feel so much better after 4 pills as far as my infection and the more the pills get in your system the less severe the side effects should be.

Zofran and food and you&#039;ll be good to go""",Positive,8,19
urinary tract infection,Sulfamethoxazole / trimethoprim,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I strongly advise against taking this drug. Many people do not know that this drug has been banned in the UK due to the amount of people that died from it or contracted Steven Johnson Syndrome, which is characterized by your skin falling off. I was prescribed Bactrim for a UTI. Clearly, there were a lot of other options to prescribe a small, 100 pound girl with a minor infection. However, the doctor chose this drug. I took 3 pills out of the 14 that I was given and I had such a severe migraine that I could not open my eyes or chew food. The pain eventually went into my neck and that is when I stated to panic - called doc and was told I had an allergic reaction and stopped taking it immediately.""",Negative,1,6
urinary tract infection,Bactrim,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""Back in 2011, after having and IUD and having several back to back UTI&#039;s I had to see a specialist. This specialist prescribed Bactrim. Well on the third day of taking this medicine, I woke up, tried to get out of bed and fell to the floor. I realized I couldn&#039;t walk, couldn&#039;t see straight and I felt very weak. I ended up having to go to the Emergency room only to find  out that this medicine was taking the blood and bone marrow out of my body. I had to have two blood transfusion after this medicine.""",Negative,1,17
urinary tract infection,Ciprofloxacin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""Before the drug, I had several days of progressively worsening symptoms, not knowing what a UTI felt like (mine was not &quot;burning&quot;, no blood, but felt like a very painful uterine contraction). The pain was so bad it kept me up all night. I went to the doctor and was diagnosed with a &quot;very bad&quot; UTI. After 2 days of 2x 500 mg ciprofloxacin, I started to feel better, and after 3 days, I felt nearly fully recovered.

However the potential side effects really worried me and my body started to ache. I was too scared to continue and decided based on the charts of dosages, that I would stop taking the medication after the 4th day.

Although it is VERY effective, I will ask for something different next time that has less side effects.""",Negative,8,7
urinary tract infection,Sulfamethoxazole / trimethoprim,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I got this for a UTI at the ER. The next day I had an intense sharp headache that caused me to throw up. I lost my appetite as well and hardly ate for two weeks because I couldn&#039;t stomach anything and ended up losing a lot of weight . I also broke out in a terrible painful rash. It was all over my arms, chest, face, and neck. After two days I had to go to my regular doctor for steroids and a change in the antibiotics. The absolute worst experience on any medication, really surprised it&#039;s still on the market after reading all the reviews""",Negative,1,7
urinary tract infection,Bactrim DS,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I used to get recurrent urinary tract infections but hadn&#039;t had one in 7 years. Just got one and they tried nitrofurantonin but it did nothing. I got Bactrim and the urgency and burning was gone within hours. I don&#039;t like taking antibiotics but UTIs are no joke. Bactrim worked for me and thank goodness. I get a little stomach ache but it beats the UTI symptoms!""",Positive,10,67
urinary tract infection,Sulfamethoxazole / trimethoprim,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""Was prescribed this for a UTI. Only took 2 pills, one in afternoon and one in the night before bed. Woke up the next morning and couldn&#039;t balance at all and had a strange headache right in the middle of my forehead.

Didn&#039;t take any more pills (thank goodness). It has been 4 days now and the side effects still are persisting.

Judging by the other people here, it won&#039;t be long before there is a class action lawsuit. I am beyond pissed and wish I would have read this before. Will never make the same mistake again. I have taken antibiotics before for UTIs and have never had any problems, so I didn&#039;t think twice this time.""",Positive,1,8
urinary tract infection,Doxycycline,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I had a severe urinary tract infection and walking pneumonia and doxycycline saved my life. I had 8 seizures back to  back due to the serious infections and they tried keflex 1st but it did not work. Doxycycline is awesome and I&#039;m alive today because of it!""",Positive,10,164
urinary tract infection,Ceftriaxone,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""Given one shot Rocephin (IM, dorsogluteal) for severe UTI.  Shot a little painful, but experienced relief of abdominal discomfort within about 30 minutes.  Some bruising, but definitely worth it for the quick relief.""",Positive,10,19
urinary tract infection,Ciprofloxacin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I went to the hospital Tuesday night because of stomach pain an I felt nauseous. They told me I had a bad UTI and some of the infection was in my kidneys that&#039;s why I was so nauseous so they prescribed me cipro I have 500 mg 20 tabs it say take one tablet twice a day but it lack to say how many hrs apart. This has been my worst experience ever!!! An I really hate this drug . Every time I take it I&#039;m throwing up I&#039;ve been able to eat a VERY LITTLE more than I was but I haven&#039;t really eaten for the past 4 days I been throwing up everything .It makes my stomach hurt an makes it hard for me to fall asleep. I have another week worth of pills but  I&#039;d rather die than take these pills. Also is it best to eat b4.""",Negative,1,15
urinary tract infection,Hyoscyamine / methenamine / methylene blue / phenyl salicylate,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I have Chronic urinary tract infections. This is the best medicine for pain.""",Positive,10,15
urinary tract infection,Ciprofloxacin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""Kept getting Cipro for UTI&#039;s. Would go away and resurface 6 weeks later . Then began the excruciating pain in legs and ankles, brain fog, a whole list of things going wrong. Do your research and only if you are on deaths door agree to take this poison .  It may work at first but you are likely to pay months and years later. So not worth it!""",Negative,1,22
urinary tract infection,Amoxicillin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""Having pain in your bladder ,a lil bit of blood in the urine.  Amoxicillin work&#039;s really good on it.  This is the only med that I trust when it comes to U.T.I ;)""",Positive,8,222
urinary tract infection,Bactrim DS,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""Got a pretty nasty UTI ... I&#039;ve had them before so I knew the drill. Went to the Dr. The infection was confirmed. He prescribed Bactrim DS, twice a day for 7 days. I read the information provided by the pharmacist so I knew what to look for in case of a problem &amp; took the first dose. I did have a few side effects, dizziness, mild nausea, and my blood sugar was off, but the infection felt better by the end of day 1. I can deal with mild side effects if it means fixing a larger problem. Pros &amp; cons to everything! I would take it again if needed.""",Negative,9,13
urinary tract infection,Ciprofloxacin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""Got UTI for the first time I&#039;m 25 years old female no health problems. Allergic to bactrim they perscribed me ciprofloxacin and I didn&#039;t go to hospital at early signs of symptoms so it went to my kidneys so they gave me cipro 500 for 7 days every 12 hours and in 4 days I felt instant relief and no pain. Drank lots of water, had no dairy or iron or zinc while taking medication and it cleared up infection in just 5 days. I continued to take the meds for the other two days. This pill has a lot of bad reviews but is a miracle pill in my favor. Had no side effects except for chills other than that I was fine. Cleared up infection in 7 days would definitely recommend for UTI and kidney infection. Happy patient.""",Positive,10,20
urinary tract infection,Trimethoprim,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I was getting daily migraines on this drug. Half-way through the course I decided to stop taking my daily dose, after a really awful migraine that I needed to take sumatriptan to clear up.

Another doctor had prescribed me another antibiotic for UTI earlier in the year. I had no problems then.""",Negative,1,5
urinary tract infection,Levaquin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""Had a severe reaction, my tendons swelled up.""",Negative,1,55
urinary tract infection,Nitrofurantoin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""This is the worst I&#039;ve felt without being called sick.  Headaches, neckache, fatigue, depression while I was taking it.  Stopped taking the medication half way through.  Now I&#039;m on Cipro.  I will NEVER take this medication again.  Makes you wonder if there was a trial period before it was put on the market.  I&#039;m usually tolerant of medication, and I know I have a high pain threshold, but this was something else.  Also makes me wonder about drug manufacturers, especially now with the presidential elections are fast approaching.   Most women are the ones experiencing UTI&#039;s, and most CEO&#039;s who are in charge of these big drug companies are men.  Go figure!""",Negative,1,7
urinary tract infection,Nitrofurantoin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""Scary drug for me. I took it for a UTI one month ago and developed a small rash around my ankles and felt &quot;winded&quot; breathing feeling for the first two days, but then was fine. Unfortunately contracted another UTI this month, and took Nitrofurantoin again-- terrifying experience! After the second dose I developed long lasting chills, but my skin felt very hot. Painful cramping in my legs. Red rash all over my thighs. Migraine headache. Extreme fatigue, but could not fall asleep. The worst part was that I eventually could barely breathe, my heart was racing, and had to administer Epipen then head straight for ER. This medication works, but I unfortunately experienced severe side effects and therefore cannot recommend it.""",Negative,2,8
urinary tract infection,Ceftriaxone,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""Received a one time shot (somewhat painful), and was feeling better inside of an hour.""",Positive,10,5
urinary tract infection,Sulfamethoxazole / trimethoprim,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""PA gave me this drug took the pain away but left me with diarrhea the first day. The second day I took my dose, afterwards I got weak and lightheaded and could not eat. I called the office and they said I could discontinue use if I wanted to so I did.""",Negative,3,10
urinary tract infection,Ciprofloxacin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""Was effective for my bladder infection but side effects are not good. After 3 days of medication, I developed severe pain in my Achilles tendon, both ankles. It continues to this day, 2  months later. I&#039;ve also developed severe pain (tendonitis?), in my elbows. Never had this pain before taking Cipro.""",Negative,4,59
urinary tract infection,Nitrofurantoin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""last year I had gotten a UTI and was first prescribed Bactrim and it didn&#039;t help. I went back and was prescribed a 10 day pack of Nitrofurion.. Worst decision of my life was to take the Nitrofurion. By the 9th day I started breaking out in hives, which continued to take over my body for the next several weeks. I then spent the next 9 months going to allergists to help me manage the constant hives. I had developed chronic hives from this medication. It has been a year and the hives have finally subsisted. After all that I still had that UTI
I learned a recipe making tea with Uva Ursi to clear the infection (known for killing Ecoli) and drank marshmallow root tea seeped for 8 hrs in cold water. And it cleared up the infection.""",Negative,1,8
urinary tract infection,Ciprofloxacin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""Oh man thank God for this drug!!!!!! I literally JUST realized I have a UTI and I&#039;m out of the country, but I have ciprofloxacin with me. I can tell I only just developed the UTI since symptoms weren&#039;t unbearable yet. Within the last 30 minutes since taking the pill I already have some relief. I&#039;m concerned about the possible side effects after reading these reviews, but honestly I feel like anything is better than a UTI.""",Positive,10,51
urinary tract infection,Sulfamethoxazole / trimethoprim,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I&#039;m having the worst gastrointestinal problems and I&#039;m only on day 3/7. I have extremely constipated, I have gas and bloating and I have nausea right after I take the pill.""",Negative,2,21
urinary tract infection,Nitrofurantoin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I have Urge Incontinence and take quite a few urine infections. Nitro as I call it is brilliant, as it gets to the root of the problem within, taking the first few caps.  The only sort of down thing is, it gives me chronic indigestion, but I&#039;m sure we can all supply ourselves with an anti-acid. If it was not for Nitrofurantoin, day to day living would be pretty painful. Getting urinary infections, sometimes comes with holding in too much, but when you have Urge Incontinence, I find myself doing this all the time, it works, until I get to my commode, but to what cost--I hear you all say--, a lot. So Nitro is definitely the answer to my urine infections.""",Positive,10,10
urinary tract infection,Sulfamethoxazole / trimethoprim,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""Caused joint and tendon pains, made my hand go numb and ruined my tendon in my thumb so it doesn&#039;t bend right now and sticks in place.""",Negative,3,24
urinary tract infection,Nitrofurantoin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I can&#039;t say whether or not this was successful at treating my UTI because I had to stop on the third day. I was experiencing severe side effects, including chest pain and  numbness in my hands and arms. Also it was rather expensive, even with my insurance, after I stopped taking it my doctor prescribed Keflex which worked and was only $2.00 a month.""",Negative,2,12
urinary tract infection,Sulfamethoxazole / trimethoprim,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""In 2013 I had the  loop electrosurgical excision procedure (LEEP) procedure to remove cancerous cells from my cervix. Newer area, new Dr, abnormalities are found again. 2 months of scare &amp; tests, I&#039;m told the cancer is &#039;fine&#039;,I have a cyst on my ovary, they want to remove my uterus due to it making my bladder incontinent &amp; I had a urinary tract infection. I was prescribed this sulfamethoxazole. So after all the drama, I start feeling really nauseous, dizzy, spinning  (fear of falling down), no appetite at all, uncontrollable severe itching &amp; red welts (tiny blisters all over-mainly face), severe headaches, severe weakness, tiredness but couldn&#039;t sleep, fever, flashes of chills &amp; sweats, twitchy, restless feeling in feet &amp; legs, painful gas &amp; runny stool, red eyes, my whole body aches!!""",Negative,1,6
urinary tract infection,Macrobid,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I am 11 wks pregnant and after my first OB/GYN appointment they called me with results that I had urinary tract infection. I was shocked because I didn&#039;t have any symptoms other than pressure by my bladder which I was relating to the pregnancy. I was prescribed 100mg of Macrobid x 3 days taking 1 capsule every 12 hrs. The first night I took it a couple hours after dinner and went to sleep. BIG MISTAKE! I woke up vomiting ate a bagel right away and took second pill. I felt nauseated all day, tired, and mild headache. The remaining pills I took directly after a full meal and felt a little better. If it wasn&#039;t for the medicine only being for 3 days I don&#039;t think I could&#039;ve taken it any longer. I just kept telling myself that if I don&#039;t finish it a UTI can be much more serious.""",Negative,3,44
urinary tract infection,Cipro,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""This medicine is amazing. I have taken this for three different urinary tract infections and it has cured them in only one day, seriously. I give it a rating of 11.""",Positive,10,101
urinary tract infection,Nitrofurantoin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I was prescribed this medication 6 days ago. I am 8 weeks pregnant and I went in to the ER for hydration due to severe morning sickness. They always do a urine specimen on pregnant women. Discovered I had a trace of bacteria so he said he would go ahead and treat it. I&#039;m allergic to sulfa drugs and cephlasporins. Usually I take amoxicillin. I was good for the first few days but now my nausea is almost unbearable also committing more, I&#039;m tired and my back hurts. Only 4 more pills to take. I figured my morning sickness just peaked but after reading these reviews I&#039;m not so sure but I do have nausea meds so I&#039;ll be taking those.""",Negative,2,1
urinary tract infection,Levaquin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""My infections have not been simple cases of uncomplicated UTI, they progressed rapidly into Pyelonephritis. Levaquin should not be the 1st med prescribed for various UNcomplicated infections (think &quot;Resistance&quot;) nor should providers refuse to prescribe it. I understand the FDA black box warning, I accept that risk. Problem is, we can literally &quot;google&quot; any drug and find every possible side effect to convince ourselves that the medication is to blame. Yes, Levaquin can be riskier (elderly, drug interactions, etc.) I&#039;ve fortunately only had diarrhea (most antibiotics cause this-Google that) as a side effect. My doctor recommended taking probiotics along with an antibiotic, and it helps. Google that, too. Levaquin isn&#039;t evil.""",Negative,10,6
urinary tract infection,Nitrofurantoin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""This is the first time my doctor prescribed this type of medication for my UTI. I have to say this was the best one by far. I had no side effects and I started feeling better after only 2 days.""",Positive,10,14
urinary tract infection,Bactrim,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I just got sick from now this medication is never going to work for me I took at 3pm and I just got sick at almost 12 am not even sure if the medication passed through my system""",Negative,1,6
urinary tract infection,Nitrofurantoin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I have been on Macrobid for 3 days now. I feel so nauseated. I&#039;m so tired and I can&#039;t eat or drink anything, EXCEPT for a little water, without getting sick. It gives me a horrible headache and I feel so weak. I am also allergic to sulfa medications (Bactrim) so the doctor gave me this. """,Negative,3,39
urinary tract infection,Nitrofurantoin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""Taking this medicine for a prostate infection, I previously took another antibiotic that did nothing as it was a wide spectrum one until my results were in. I have struggled taking these pills, because they do make you feel a bit gassy and also I have struggled to get my breath a bit. My main worry was being sick on them, and because I am forcing myself to eat four fairly big meals a day I have not suffered half as much on that side as I thought. After reading all of the horror stories on here, it has not yet been quite as bad as I had thought it might be. I am about half of the way through the course, taking 100mg 4x a day. Going to try to get to the end, starting to feel a bit better. My urine is clear again but I still have the urge to go.""",Negative,7,15
urinary tract infection,Nitrofurantoin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""Was prescribed this medication for my UTI.  After taking my second pill, I started experiencing severe migraines and blurred vision. It was so bad that I couldn&#039;t drive. I stopped taking it yesterday and my vision is still not 100%. I recommend people try this for a day and observe your bodies reaction. Lots of people have a bad reaction to this medication (Ive NEVER had a reaction to medication in my life only this one). If your sensitive to certain medication I highly recommend you don&#039;t take this one.""",Negative,1,10
urinary tract infection,Sulfamethoxazole / trimethoprim,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I got my first UTI 5 days ago but thought it was just a yeast infection. So I used yeast infection medicine until my lower abdomin hurt so bad and it was impossible to urinate, even though I had the constant urge to go. I was miserable. Went to ER Sunday evening around 6 and was sent home with Bactrim DS and Pyridium. Within hours I could urinate better and within 12 hours I had no abdominal pain and could urinate just fine and completely empty my bladder. And that was after just 1 dose. I&#039;m so grateful for this antibiotic and think it&#039;s wonderful. I did get a slight headache but it was definately worth it.""",Negative,10,17
urinary tract infection,Nitrofurantoin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I am 62 years old. Took this for a urinary tract infection.  I had no effects except mild hives and I am usually hypersensitive to all antibiotics. It cleared up my UTI after 10 days of taking it and I am very pleased. Don&#039;t be afraid to take it just because some have bad effects. It may just work for you!""",Negative,10,24
urinary tract infection,Macrobid,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""So far so good. Im on my 2nd day. NO side effects..that I am aware of. I did sleep a little harder last night..lol. I just found this and read some of the other reviews, but I honestly haven&#039;t noticed anything real abnormal. This is my 1st time taking it. I am usually given bactrim for uti&#039;s because I am highly allergic to penicillin. I usually dont have fever or severe pain with a uti, but I think I have had one for a while now due to other uti symptoms. So i dont think bactrim has been working. I do not have a regular doctor (cant afford it), and I feel awful having to constantly go to the ER...only to end up STILL having a UTI. I just hope this finally gets rid of it. Im tired of spending $$ on antibiotics only for it to not work.""",Negative,6,7
urinary tract infection,Nitrofurantoin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I got a UTI maybe a couple days after my cycle ended and was trying to do home remedies, but my boss told me it&#039;s better to get antibiotics so I don&#039;t end up in the ER. I am on my third day of Macrobid and the only thing it really does is make me feel better, aside from using my energy to help me get better. So I really only feel fatigue, but I drink lots of water or things with Vitamin C, to help as well, and I take the capsule with bread. Other than the fatigue, it&#039;s dealing with my UTI so I can&#039;t complain.""",Positive,7,24
urinary tract infection,Sulfamethoxazole / trimethoprim,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""Worst medicine ever!!!!! I got this to get rid of my UTI and while taking it I had the worst side effects. Itching, rash, headaches. And I am off the medication finally it&#039;s been a week now and I am still getting headache&#039;s. I don&#039;t know what to do. I wish I never took it.""",Negative,1,19
urinary tract infection,Nitrofurantoin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I began to take Macrobid (Nitrofurantoin mono) 100mg caplets on last Thursday for a UTI.   Within 24 hours I had severe muscle aching, headache, and fatigue.  Within 2 days I had even more severe body aches, joint pain, extreme fatigue and sleepiness, dizziness and difficulty walking as well as a fever of 101-102 degrees.  I went in to a walk in clinic but symptoms progressed and by Sunday I was in the ER thinking I was in septic shock.  I assumed my infection had spread, I had no idea it could be a reaction to the antibiotic.  After a barrage of tests including a CT scan, the only possibility is that this poison was wrecking my health.   This medication caused me a huge amount of problems.  I stopped taking it yesterday and still have a headache, dizziness, muscle aches and low fever.  I can only hope the damage caused by Macrobid is not permanent.""",Negative,1,21
urinary tract infection,Sulfamethoxazole / trimethoprim,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I have been on Bactrim DS for 7 days. After day 3 I began to notice severe headache about 4 hours after taking the Bactrim. Now on day 7, I have not only had headache, but light-headedness/nausea. With only 3 days left, I am going to continue the medicine. My urinary tract infection symptoms have improved finally after 5 days.""",Positive,4,43
urinary tract infection,Bactrim,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I suffer with regular UTI&#039;s due to a chronic pelvic prolapse I can&#039;t get anyone to take seriously. Since having a hysterectomy and estrogen-suppression therapy for adjuvant therapy for cancer the UTI&#039;s have worsened.

Bactrim does have side effects, but since I can&#039;t take Macrobid, I&#039;m stuck with this or Cipro.  I&#039;m starting to think I&#039;m developing a resistant strain of infection, but the Bactrim seems to take care of it.""",Negative,8,13
urinary tract infection,Nitrofurantoin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""Started this medicine on Monday after second dose started developed a cough. Second day Tuesday cough was worse and developed a headache. Prior to the 4th pill I was now getting a migraine went to bed and only was able to sleep 4 hrs. Third day I refuse to take anymore the symptoms of the UTI have cleared up almost instantly and I will not suffer a migraine for the remainder of the week.""",Negative,1,5
urinary tract infection,Sulfamethoxazole / trimethoprim,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""Had bloody urine, started this drug for bacterial infection, day 2 on drug. I take Kefir  (yoghurt drink probiotic) and also a supplement called D-Mannose to help clear out bacteria from urinary tract. Can not take Cipro (tendon and joint pain lasting a year after) and allergic to many antibiotics. Having problem urinating now, 3 days to go.  I have fewer side effects taking probiotics during and months after. New reports say women need lower doses of all meds, and over 60 need lower doses. As female over 60 would have broken pills in half (without doctor&#039;s ok) but could not get them to break.  Urine has cleared up already - usually call pharmacist for info on problems.""",Negative,7,4
urinary tract infection,Nitrofurantoin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I am extremely sensitive to antibiotic side effects so avoid them whenever possible. Usually I take D-Mannose for Urinary or vaginal (yeast) infections but I was out of it and needed something NOW.  Doc called in Macrodantin because I cannot tolerate Cipro or most other ABs.  2nd day on pills and so far zero stomach pain or nausea. I have not noticed a reduction in the pain from the UTI yet so hoping by tonight will see relief.  BTW: look up D-mannose.  I have used it for over 10 yrs and it has stopped the UTI&#039;s and yeast infections if I take it as soon as I feel something.  It is a sugar so you can take it every day if needed without any complications.  It works by detaching the bacteria from the body. Buy the powder. 2 tsp/day""",Negative,9,20
urinary tract infection,Nitrofurantoin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""Was prescribed Macrobid by my physician for UTI.  On the third day of taking this medicine, my hands became numbed. It was so bad that when I was driving to work, my left hand slipped off the steering wheel. Talking about scared. I thought I was going to drive off the bridge. They need to do something about this medicine. Because the severe side effect that I received, this medication is dangerous. I&#039;m still suffering from weakness from both hands. And it&#039;s very scary when I have to go somewhere. I never thought that I would get this bad reaction from this medication.""",Negative,1,20
